"","X1","record_id","policy_id","entry_type","correct_type","update_type","update_level","description","date_announced","date_start","date_end","country","ISO_A3","ISO_A2","init_country_level","domestic_policy","province","city","type","type_sub_cat","type_text","institution_status","target_country","target_geog_level","target_region","target_province","target_city","target_other","target_who_what","target_direction","travel_mechanism","compliance","enforcer","index_high_est","index_med_est","index_low_est","index_country_rank","link","date_updated","recorded_date"
"11",60,"R_10BOfXPXosvLoNiCd",313076,"new_entry","original",NA,NA,"Queensland, Australia is improving their health resources as of March 2nd by spending $25 million worth on medicines, gloves and masks.",2020-03-02,2020-03-02,NA,"Australia","AUS","AU","Provincial",0,"Qld",NA,"Health Resources","Medicine/Drugs",NA,NA,"Australia",NA,NA,"Queensland",NA,NA,NA,NA,NA,"Mandatory (Unspecified/Implied)","Ministry/Department of Health,Provincial/State Government",52.1565354944615,49.4336644215172,45.4123728382563,99,"http://statements.qld.gov.au/Statement/2020/3/2/queensland-boosts-coronavirus-measures",2020-06-24,2020-06-24 20:23:48
"12",61,"R_uxeAxF3bwyEc7wRBp",3225476,"new_entry","original",NA,NA,"Queensland, Australia has improved their health resources as of March 2nd by tripling emergency department capacity and doubling intensive care capacity across all hospitals.",2020-03-02,2020-03-02,NA,"Australia","AUS","AU","Provincial",0,"Qld",NA,"Health Resources","Hospitals",NA,NA,"Australia",NA,NA,"Queensland",NA,NA,NA,NA,NA,"Mandatory (Unspecified/Implied)","Ministry/Department of Health,Provincial/State Government",52.1565354944615,49.4336644215172,45.4123728382563,99,"http://statements.qld.gov.au/Statement/2020/3/2/queensland-boosts-coronavirus-measures",2020-06-24,2020-06-24 20:12:50
"13",62,"R_AmI3M33cMEb9BTzEi",3763354,"new_entry","original",NA,NA,"In Queensland, Australia heath resources, ensuring adequate staffing and
additional capacity for fever clinics, increased on March 2nd.",2020-03-02,2020-03-02,NA,"Australia","AUS","AU","Provincial",0,"Qld",NA,"Health Resources","Temporary Medical Centers",NA,NA,"Australia",NA,NA,"Queensland",NA,NA,NA,NA,NA,"Mandatory (Unspecified/Implied)","Ministry/Department of Health,Provincial/State Government",52.1565354944615,49.4336644215172,45.4123728382563,99,"http://statements.qld.gov.au/Statement/2020/3/2/queensland-boosts-coronavirus-measures",2020-06-24,2020-06-24 20:30:56
"14",63,"R_AmI3M33cMEb9BTzEt",3763354,"new_entry","original",NA,NA,"In Queensland, Australia heath resources, ensuring adequate staffing and
additional capacity for fever clinics, increased on March 2nd.",2020-03-02,2020-03-02,NA,"Australia","AUS","AU","Provincial",0,"Qld",NA,"Health Resources","Unspecified Health Staff",NA,NA,"Australia",NA,NA,"Queensland",NA,NA,NA,NA,NA,"Mandatory (Unspecified/Implied)","Ministry/Department of Health,Provincial/State Government",52.1565354944615,49.4336644215172,45.4123728382563,99,"http://statements.qld.gov.au/Statement/2020/3/2/queensland-boosts-coronavirus-measures",2020-06-24,2020-06-24 20:30:56
"15",64,"R_3FXOewcQ7dovMIPEy",6604917,"new_entry","original",NA,NA,"Queensland, Australia is increasing its health resources as of March 2nd by purchasing an additional 110 ventilators.",2020-03-02,2020-03-02,NA,"Australia","AUS","AU","Provincial",0,"Qld",NA,"Health Resources","Ventilators",NA,NA,"Australia",NA,NA,"Queensland",NA,NA,NA,NA,NA,"Mandatory (Unspecified/Implied)","Ministry/Department of Health,Provincial/State Government",52.1565354944615,49.4336644215172,45.4123728382563,99,"http://statements.qld.gov.au/Statement/2020/3/2/queensland-boosts-coronavirus-measures",2020-06-24,2020-06-24 20:17:57
"16",33,"R_1o11t1eL7IJYUIZCm",2568387,"new_entry","original",NA,NA,"On March 10, officials in Queensland, Australia decided all official overseas travel to international destinations other than New Zealand by state school students and staff would be halted until further notice.",2020-03-10,2020-03-10,NA,"Australia","AUS","AU","Provincial",0,"Qld",NA,"External Border Restrictions","Other External Border Restriction",NA,NA,"Australia","One or more geographical or administrative units within one or more countries",NA,"Queensland",NA,NA,"Citizen Residents","Outbound","All kinds of transport","Mandatory (Unspecified/Implied)","Ministry/Department of Health,Provincial/State Government",52.0180293445182,49.4985701955436,46.7849121008561,65,"http://statements.qld.gov.au/Statement/2020/3/10/international-travel-ban-for-state-school-teachers-and-students",2020-06-25,2020-06-25 15:57:49
"17",65,"R_1GxKVBsuvPMQCGTBp",2006341,"new_entry","original",NA,NA,"06.03.2020: Western Australia opens three COVID clinics at major metropolitan public hospitals",2020-03-09,2020-03-10,NA,"Australia","AUS","AU","Provincial",1,"WA",NA,"Health Resources","Hospitals",NA,NA,"Australia","One or more geographical or administrative units within one or more countries",NA,"Western Australia_Western Australia",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,"Not Applicable","Mandatory (Unspecified/Implied)","Ministry/Department of Health,Provincial/State Government",52.0180293445182,49.4985701955436,46.7849121008561,65,"https://ww2.health.wa.gov.au/Media-releases/2020/Minister-for-Health-WA-COVID-clinics-to-help-combat-coronavirus-community-spread",2020-04-06,2020-04-06 09:17:42
"18",66,"R_ONbosBQNkpgc1yNBk",3952335,"new_entry","correction",NA,NA,"On 11 March 2020, the Australian Government announced that it will allocate AU$30 million from the Medical Research Future Fund for vaccine, anti-viral and respiratory medicine research. This will enable Australian researchers to be at the forefront of the drive to develop both treatments and a vaccine.",2020-03-11,2020-03-11,NA,"Australia","AUS","AU","National",0,NA,NA,"Health Resources","Health Research Facilities",NA,NA,"Australia","One or more countries, but not all countries",NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","Not Applicable","Mandatory (Unspecified/Implied)","National Government",51.8399473951233,49.791506723967,46.6817737305103,77,"https://www.pm.gov.au/media/24-billion-health-plan-fight-covid-19",2020-08-04,2020-08-04 12:13:21
"19",67,"R_2CEqZYgVjOOSsIaCc",6083702,"new_entry","correction",NA,NA,"On 11 March 2020, the Australian Government announced a AU$ 2.4 billion health package, of which AU$1.1 billion will ensure patients and critical health care staff have face masks, and other protective equipment such as surgical gowns, goggles and hand sanitiser for health professionals. This funding will also be used to purchase antibiotics and antivirals for the National Medical Stockpile, so that patients who experience secondary infection as a result of COVID-19 can be treated quickly, and health effects minimised.",2020-03-11,2020-03-11,NA,"Australia","AUS","AU","National",0,NA,NA,"Health Resources","Masks",NA,NA,"Australia","One or more countries, but not all countries",NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","Not Applicable","Mandatory (Unspecified/Implied)","National Government,Ministry/Department of Health",51.8399473951233,49.791506723967,46.6817737305103,77,"https://www.pm.gov.au/media/24-billion-health-plan-fight-covid-19",2020-08-09,2020-08-09 11:21:00
"20",68,"R_2CEqZYgVjOOSsIaDa",6083702,"new_entry","correction",NA,NA,"On 11 March 2020, the Australian Government announced a AU$ 2.4 billion health package, of which AU$1.1 billion will ensure patients and critical health care staff have face masks, and other protective equipment such as surgical gowns, goggles and hand sanitiser for health professionals. This funding will also be used to purchase antibiotics and antivirals for the National Medical Stockpile, so that patients who experience secondary infection as a result of COVID-19 can be treated quickly, and health effects minimised.",2020-03-11,2020-03-11,NA,"Australia","AUS","AU","National",0,NA,NA,"Health Resources","Personal Protective Equipment",NA,NA,"Australia","One or more countries, but not all countries",NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","Not Applicable","Mandatory (Unspecified/Implied)","National Government,Ministry/Department of Health",51.8399473951233,49.791506723967,46.6817737305103,77,"https://www.pm.gov.au/media/24-billion-health-plan-fight-covid-19",2020-08-09,2020-08-09 11:21:00
"21",69,"R_2CEqZYgVjOOSsIaCp",6083702,"new_entry","correction",NA,NA,"On 11 March 2020, the Australian Government announced a AU$ 2.4 billion health package, of which AU$1.1 billion will ensure patients and critical health care staff have face masks, and other protective equipment such as surgical gowns, goggles and hand sanitiser for health professionals. This funding will also be used to purchase antibiotics and antivirals for the National Medical Stockpile, so that patients who experience secondary infection as a result of COVID-19 can be treated quickly, and health effects minimised.",2020-03-11,2020-03-11,NA,"Australia","AUS","AU","National",0,NA,NA,"Health Resources","Other Health Materials",NA,NA,"Australia","One or more countries, but not all countries",NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","Not Applicable","Mandatory (Unspecified/Implied)","National Government,Ministry/Department of Health",51.8399473951233,49.791506723967,46.6817737305103,77,"https://www.pm.gov.au/media/24-billion-health-plan-fight-covid-19",2020-08-09,2020-08-09 11:21:00
"22",70,"R_2zTIZImEmFwYMM4Co",6417745,"new_entry","correction",NA,NA,"On 11 March 2020, the Australian Government announced a AU$ 2.4 billion health package, of which AU$101.2 million will be used to educate and train aged care workers in infection control, and enable aged care providers to hire extra nurses and aged care workers for both residential and home care. Additional aged care staff will be available for deployment to facilities as needed, where an urgent health response is required and to provide extra support for staff and training.",2020-03-11,2020-03-11,NA,"Australia","AUS","AU","National",0,NA,NA,"Health Resources","Other Health Infrastructure",NA,NA,"Australia","One or more countries, but not all countries",NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","Not Applicable","Mandatory (Unspecified/Implied)","National Government,Ministry/Department of Health,Provincial/State Government",51.8399473951233,49.791506723967,46.6817737305103,77,"https://www.pm.gov.au/media/24-billion-health-plan-fight-covid-19",2020-08-09,2020-08-09 12:55:00
"23",71,"R_2zTIZImEmFwYMM4Cr",6417745,"new_entry","correction",NA,NA,"On 11 March 2020, the Australian Government announced a AU$ 2.4 billion health package, of which AU$101.2 million will be used to educate and train aged care workers in infection control, and enable aged care providers to hire extra nurses and aged care workers for both residential and home care. Additional aged care staff will be available for deployment to facilities as needed, where an urgent health response is required and to provide extra support for staff and training.",2020-03-11,2020-03-11,NA,"Australia","AUS","AU","National",0,NA,NA,"Health Resources","Other Heath Staff",NA,NA,"Australia","One or more countries, but not all countries",NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","Not Applicable","Mandatory (Unspecified/Implied)","National Government,Ministry/Department of Health,Provincial/State Government",51.8399473951233,49.791506723967,46.6817737305103,77,"https://www.pm.gov.au/media/24-billion-health-plan-fight-covid-19",2020-08-09,2020-08-09 12:55:00
"24",152,"R_3etcuAK4d9Ku4qCNA",2399366,"new_entry","correction",NA,NA,"On 11 March 2020, the Australian Government announced a AU$ 2.4 billion health package, included in this package is AU$58.7 million to support people living and working in remote locations, in particular Aboriginal and Torres Strait Islander communities. This includes tools to proactively screen visitors and fly-in, fly-out workers, additional support to evacuate early cases if required, and mobile respiratory clinics to quickly respond to outbreaks where there is no hospital or available health service.",2020-03-11,2020-03-11,NA,"Australia","AUS","AU","National",0,NA,NA,"Health Testing",NA,NA,NA,"Australia","One or more countries, but not all countries",NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","Not Applicable","Mandatory (Unspecified/Implied)","National Government,Ministry/Department of Health,Provincial/State Government",51.8399473951233,49.791506723967,46.6817737305103,77,"https://www.pm.gov.au/media/24-billion-health-plan-fight-covid-19",2020-08-02,2020-08-02 09:11:13
"25",153,"R_2S8C1HpJC9cLXqpNA",3596160,"new_entry","correction",NA,NA,"On 11 March 2020 the Australian Government announced a AU$ 2.4 billion health package, as a part of this,  AU$206.7 million is being invested for 100 dedicated respiratory clinics. ""The clinics will be a one-stop-shop for people who are concerned they may have the virus, to be tested and isolated from other patients. """,2020-03-11,2020-03-11,NA,"Australia","AUS","AU","National",0,NA,NA,"Health Testing",NA,NA,NA,"Australia","One or more countries, but not all countries",NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","Not Applicable","Voluntary/Recommended but No Penalties","National Government,Ministry/Department of Health",51.8399473951233,49.791506723967,46.6817737305103,77,"https://www.pm.gov.au/media/24-billion-health-plan-fight-covid-19",2020-08-04,2020-08-04 10:57:37
"26",154,"R_AMrRxtwwv8XnXbzNA",9570329,"new_entry","original",NA,NA,"11.03.2020: Western Australia announces to open 8 metropolitan and 29 regional testing facilities within the state",2020-03-11,2020-03-11,NA,"Australia","AUS","AU","Provincial",1,"WA",NA,"Health Testing",NA,NA,NA,"Australia","One or more geographical or administrative units within one or more countries",NA,"Western Australia_Western Australia",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,"Not Applicable","Voluntary/Recommended but No Penalties","Ministry/Department of Health,Provincial/State Government",51.8399473951233,49.791506723967,46.6817737305103,77,"https://www.mediastatements.wa.gov.au/Pages/McGowan/2020/03/PathWest-boosts-COVID-19-capability.aspx",2020-04-06,2020-04-06 09:29:02
"27",72,"R_1GVR2B3vMLP7w8TEs",6457532,"new_entry","correction",NA,NA,"On 11 March 2020 as a part of a AU$ 2.4 billion health package, the Australian Government set aside AU$100 million for a telehealth service which will be available from 13 March 2020, AU$25 million for home medicine services and AU$5 million for electronic prescribing.",2020-03-11,2020-03-13,2020-09-30,"Australia","AUS","AU","National",0,NA,NA,"Health Resources","Unspecified Health Materials",NA,NA,"Australia","One or more countries, but not all countries",NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","Not Applicable","Mandatory (Unspecified/Implied)","National Government,Ministry/Department of Health",51.6675577666802,49.7680573533717,47.1224239432859,62,"https://www.pm.gov.au/media/24-billion-health-plan-fight-covid-19",2020-08-10,2020-08-10 12:44:20
"28",73,"R_1GVR2B3vMLP7w8TCo",6457532,"new_entry","correction",NA,NA,"On 11 March 2020 as a part of a AU$ 2.4 billion health package, the Australian Government set aside AU$100 million for a telehealth service which will be available from 13 March 2020, AU$25 million for home medicine services and AU$5 million for electronic prescribing.",2020-03-11,2020-03-13,2020-09-30,"Australia","AUS","AU","National",0,NA,NA,"Health Resources","Other Health Infrastructure",NA,NA,"Australia","One or more countries, but not all countries",NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)","Inbound","Not Applicable","Mandatory (Unspecified/Implied)","National Government,Ministry/Department of Health",51.6675577666802,49.7680573533717,47.1224239432859,62,"https://www.pm.gov.au/media/24-billion-health-plan-fight-covid-19",2020-08-10,2020-08-10 12:44:20
"29",241,"R_3dWCcr94i6OpPboAu",3411907,"new_entry","original",NA,NA,"On 14 March 2020, the Australian Government Department of Health released a video on their YouTube channel titled ""Coronavirus: Recent Traveller"". The video description: ""Help stop the spread, know your risk, monitor your health and call ahead. The Department of Health is closely monitoring the COVID-19 pandemic. Stay up to date with the latest information, resources and advice.""
",2020-03-14,2020-03-14,NA,"Australia","AUS","AU","National",0,NA,NA,"Public Awareness Measures","Disseminating information related to COVID-19 to the public that is reliable and factually accurate",NA,NA,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"Voluntary/Recommended but No Penalties","Ministry/Department of Health",51.4638696474838,49.6743188869738,47.6375780323737,58,"https://www.youtube.com/watch?v=QlbimRDzMZg&list=PLKFDUMupjXqh9mjiSw7LbMmyYF9Q4t4Qb&index=8",2020-09-16,2020-09-16 16:27:27
"30",243,"R_1CwRkuf3v8mqkApAu",9470914,"new_entry","original",NA,NA,"On 14 March 2020, the Australian Government Department of Health released a video on their YouTube channel titled ""Coronavirus: Stay Informed"". The video description: ""As issues with the coronavirus changes and develops it's important to stay informed. Stay up to date on the latest information at health.gov.au"".

",2020-03-14,2020-03-14,NA,"Australia","AUS","AU","National",0,NA,NA,"Public Awareness Measures","Disseminating information related to COVID-19 to the public that is reliable and factually accurate",NA,NA,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,"Voluntary/Recommended but No Penalties","Ministry/Department of Health",51.4638696474838,49.6743188869738,47.6375780323737,58,"https://youtu.be/4TOyLcureS4",2020-09-16,2020-09-16 14:50:40
"31",8,"R_3CJFJ3IZIoAn9sCNA",6548819,"new_entry","original",NA,NA,"On the 15th of March the Chief Executive for the South Australian Department of Health and Wellbeing declared a public health emergency in relation to the transmission of Covid-19.",2020-03-15,2020-03-15,2020-03-29,"Australia","AUS","AU","Provincial",1,"SA",NA,"Declaration of Emergency",NA,NA,NA,"Australia",NA,NA,"South Australia",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Ministry/Department of Health,Provincial/State Government",51.3438092231602,49.6875127033522,47.7261001928612,52,"https://legislation.sa.gov.au/web/information/CV19/PHA-CEASED/Declaration%20of%20a%20Public%20Health%20Emergency_15.3.2020-29.3.2020_CEASED.pdf",2020-12-03,2020-12-03 08:34:57
"32",34,"R_3QKpRTGCbNC88gANA",9700836,"new_entry","original",NA,NA,"On March 15 2020, the Tasmanian premier minister bans all cruise ships from arriving in Tasmanian ports",2020-03-15,2020-03-15,NA,"Australia","AUS","AU","Provincial",0,"Tas",NA,"External Border Restrictions",NA,NA,NA,"Australia","One or more geographical or administrative units within one or more countries",NA,"Tasmania_Tasmania",NA,NA,"All Travelers (Citizen Travelers + Foreign Travelers )","Inbound","Cruises","Mandatory (Unspecified/Implied)","Provincial/State Government",51.3438092231602,49.6875127033522,47.7261001928612,52,"https://www.dhhs.tas.gov.au/news/2020/additional_measures_to_ensure_the_safety_and_wellbeing_of_tasmanians",2020-04-06,2020-04-06 08:43:39
"33",482,"R_2q8fxO4LUgFS7qkNA",8999379,"new_entry","original",NA,NA,"On March 15 the Tasmanian premier minister urges all Tasmanians to follow the rules of social distancing",2020-03-15,2020-03-15,NA,"Australia","AUS","AU","Provincial",1,"Tas",NA,"Social Distancing",NA,NA,NA,"Australia",NA,NA,"Tasmania",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Voluntary/Recommended but No Penalties","Provincial/State Government",51.3438092231602,49.6875127033522,47.7261001928612,52,"https://www.dhhs.tas.gov.au/news/2020/additional_measures_to_ensure_the_safety_and_wellbeing_of_tasmanians",2020-04-06,2020-04-06 08:40:12
"34",9,"R_ueQJlbS0gQVZ9h7NA",2841861,"new_entry","original",NA,NA,"On 16 March 2020 from 12:00pm (Midday), under section 198(1) of the Public Health and Wellbeing Act 2008 (Vic), the Victorian Minister for Health made a declaration of a state of emergency throughout the State of Victoria arising out of the serious risk to public health in Victoria from COVID-19.",2020-03-16,2020-03-16,2020-04-13,"Australia","AUS","AU","Provincial",1,"Vic",NA,"Declaration of Emergency",NA,NA,NA,"Australia",NA,NA,"Victoria",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Ministry/Department of Health,Provincial/State Government",50.8586773557478,49.6858586019451,48.2842750806351,49,"https://www.abc.net.au/news/2020-03-16/victoria-coronavirus-state-of-emergency-powers-explained/12059194",2020-11-24,2020-11-24 01:27:45
"35",10,"R_3iVUvhMBfMRBQ2RNA",4668893,"new_entry","original",NA,NA,"On March 16, 2020, in Victoria, Australia: “Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks”
",2020-03-16,2020-03-16,2020-09-14,"Australia","AUS","AU","Provincial",1,"Vic",NA,"Declaration of Emergency",NA,NA,NA,"Australia",NA,NA,"Victoria",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Fines","Provincial/State Government",50.8586773557478,49.6858586019451,48.2842750806351,49,"https://www.premier.vic.gov.au/state-of-emergency-declared-in-victoria-over-covid-19/",2020-06-20,2020-06-20 16:43:14
"36",11,"R_32JUZGuQvI0klXyNA",8782298,"new_entry","original",NA,NA,"Public Health Emergency has been declared in the Australian Capital Territory by the Minister for Health Rachel Stephen-Smith MLA, effective Monday 16 March 2020.",2020-03-16,2020-03-16,2021-02-17,"Australia","AUS","AU","Provincial",1,"ACT",NA,"Declaration of Emergency",NA,NA,NA,"Australia",NA,NA,"Australian Capital Territory",NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","Ministry/Department of Health,Provincial/State Government",50.8586773557478,49.6858586019451,48.2842750806351,49,"https://www.covid19.act.gov.au/news-articles/declaration-of-public-health-emergency",2020-04-24,2020-04-24 12:11:01
